taxon	date	lineage	rename	country	conflict	ambiguity_score	scorpio_call	scorpio_support	scorpio_conflict	scorpio_notes	version	pangolin_version	scorpio_version	constellation_version	is_designated	qc_status	qc_notes	note
hCoV-19|Chile|TA-8841|2023|EPI_ISL_16935372|2023-01-31	2023-01-31	BQ.1.10	Others	Other	0		Omicron (Unassigned)	0,91	0,03	scorpio call: Alt alleles 30; Ref alleles 1; Amb alleles 2; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: BQ.1.10(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|El_Salvador|57899-LNSP|2022|EPI_ISL_16935501|2022-12-02	2022-12-02	XBB.1	Recombinant	Other	0,333333333		Omicron (BA.2-like)	0,94	0,03	scorpio call: Alt alleles 60; Ref alleles 2; Amb alleles 0; Oth alleles 2	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|El_Salvador|56349-LNSP|2022|EPI_ISL_16935498|2022-11-17	2022-11-17	XBB.1.15	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,03	scorpio call: Alt alleles 60; Ref alleles 2; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.15(2/2); scorpio lineage BA.2 conflicts with inference lineage XBB.1.15
hCoV-19|USA|TX-PHH-SPID1004392412|2023|EPI_ISL_16936860|2023-01-04	2023-01-04	XBB.1.5.11	Recombinant	Other	0		Omicron (BA.2-like)	0,91	0,02	scorpio call: Alt alleles 58; Ref alleles 1; Amb alleles 3; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5.11(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5.11
hCoV-19|Vietnam|PIHCM_3468|2022|EPI_ISL_16377114|2022-12-21	2022-12-21	BN.1.3	Others	Other	0		Omicron (Unassigned)	0,97	0	scorpio call: Alt alleles 32; Ref alleles 0; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.08	Usher placements: BN.1.3(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Uruguay|DLSP_3909|2022|EPI_ISL_16378316|2022-11-30	2022-11-30	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,95	0,05	scorpio call: Alt alleles 58; Ref alleles 3; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3934|2022|EPI_ISL_16378320|2022-12-06	2022-12-06	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3907|2022|EPI_ISL_16378315|2022-11-29	2022-11-29	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,03	scorpio call: Alt alleles 59; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3869|2022|EPI_ISL_16378312|2022-11-21	2022-11-21	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,95	0,05	scorpio call: Alt alleles 58; Ref alleles 3; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3881|2022|EPI_ISL_16378313|2022-11-22	2022-11-22	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,03	scorpio call: Alt alleles 59; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3978|2022|EPI_ISL_16378330|2022-12-12	2022-12-12	BQ.1.1.5	Others	Other	0		Omicron (BA.5-like)	0,97	0,03	scorpio call: Alt alleles 59; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1.5(1/1)
hCoV-19|Uruguay|DLSP_3929|2022|EPI_ISL_16378319|2022-12-05	2022-12-05	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,03	scorpio call: Alt alleles 59; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3954|2022|EPI_ISL_16378322|2022-12-10	2022-12-10	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,03	scorpio call: Alt alleles 59; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3958|2022|EPI_ISL_16378325|2022-12-10	2022-12-10	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3957|2022|EPI_ISL_16378324|2022-12-10	2022-12-10	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3982|2022|EPI_ISL_16378334|2022-12-13	2022-12-13	BQ.1.3	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.3(1/1)
hCoV-19|Uruguay|DLSP_3986|2022|EPI_ISL_16378335|2022-12-13	2022-12-13	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Uruguay|DLSP_3979|2022|EPI_ISL_16378331|2022-12-12	2022-12-12	DL.1	Others	Other	0		Omicron (Unassigned)	0,94	0,06	scorpio call: Alt alleles 31; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: DL.1(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Uruguay|DLSP_3900|2022|EPI_ISL_16378314|2022-11-30	2022-11-30	BQ.1.1	Others	Other	0		Omicron (Unassigned)	0,94	0,06	scorpio call: Alt alleles 31; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: BQ.1.1(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Morocco|NIH-1220|2022|EPI_ISL_16378340|2022-12-12	2022-12-12	BQ.1.1	Others	Other	0,75		Omicron (BA.5-like)	0,92	0,02	scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 3; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/4) BQ.1.1.10(1/4) BQ.1.1.15(1/4) BQ.1.1.32(1/4)
hCoV-19|Morocco|NIH-1232|2022|EPI_ISL_16378343|2022-12-09	2022-12-09	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,93	0,02	scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 3; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(2/2)
hCoV-19|Denmark|DCGC-641569|2023|EPI_ISL_16938961|2023-02-08	2023-02-08	CH.1.1	Others	Other	0		Omicron (BA.2-like)	0,92	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 3	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: CH.1.1(1/1)
hCoV-19|Micronesia|TRK-H2319817|2022|EPI_ISL_16935529|2022-12-28	2022-12-28	BQ.1.3	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Bosnia_and_Herzegovina|49|2022|EPI_ISL_16940613|2022-12-03	2022-12-03	BF.14	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.14(1/1)
hCoV-19|Bosnia_and_Herzegovina|42|2022|EPI_ISL_16940607|2022-11-17	2022-11-17	BA.5.1	Omicron-BA.5	Other	0,5		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.1(1/2) BA.5.1.23(1/2)
hCoV-19|Bosnia_and_Herzegovina|38|2022|EPI_ISL_16940605|2022-10-28	2022-10-28	BA.5.2.26	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.2.26(1/1)
hCoV-19|Chile|ML-9806|2023|EPI_ISL_16942043|2023-02-06	2023-02-06	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,95	0,02	scorpio call: Alt alleles 58; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Chile|AR-10025|2023|EPI_ISL_16943691|2023-02-06	2023-02-06	BQ.1.1	Others	Other	0,666666667		Probable Omicron (Unassigned)	0,61	0,03	scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 11; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.08	Usher placements: BQ.1.1(1/3) BQ.1.1.1(1/3) BQ.1.1.24(1/3); scorpio found insufficient support to assign a specific lineage
hCoV-19|Peru|PIU-INS-39856|2022|EPI_ISL_16943725|2022-11-25	2022-11-25	BQ.1.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1.1(1/1)
hCoV-19|Ecuador|GENSBIO-INSPI-SG-52|2023|EPI_ISL_16943785|2023-02-01	2023-02-01	BQ.1.1.13	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: BQ.1.1.13(1/1)
hCoV-19|Ecuador|GENSBIO-INSPI-102183|2023|EPI_ISL_16943779|2023-02-01	2023-02-01	XBB.1.15	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,03	scorpio call: Alt alleles 60; Ref alleles 2; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.15(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.15
hCoV-19|Ecuador|GENSBIO-INSPI-102045|2023|EPI_ISL_16943771|2023-01-29	2023-01-29	XBB.1.15	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,03	scorpio call: Alt alleles 60; Ref alleles 2; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.15(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.15
hCoV-19|USA|AR-CDC-QDX44739159|2022|EPI_ISL_16386938|2022-12-14	2022-12-14	BF.10	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.10(1/1)
hCoV-19|USA|TX-CDC-QDX46327354|2023|EPI_ISL_16945411|2023-01-28	2023-01-28	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Costa_Rica|INC-9453-780925|2023|EPI_ISL_16946323|2023-01-16	2023-01-16	BQ.1.1	Others	Other	0,5		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/2) BQ.1.1.15(1/2)
hCoV-19|Costa_Rica|INC-9417-780703|2023|EPI_ISL_16946313|2023-01-09	2023-01-09	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Costa_Rica|INC-9411-780669|2022|EPI_ISL_16946357|2022-12-28	2022-12-28	XBB.2.6	Recombinant	Other	0		Omicron (BA.2-like)	0,86	0,08	scorpio call: Alt alleles 55; Ref alleles 5; Amb alleles 2; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.2.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.2.6
hCoV-19|Uruguay|DLSP_3666|2022|EPI_ISL_16389517|2022-09-27	2022-09-27	BA.5.2.1	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.2.1(2/2)
hCoV-19|Uruguay|DLSP_3099|2022|EPI_ISL_16389511|2022-07-08	2022-07-08	BA.4	Omicron-BA.4	Other	0		Omicron (BA.4-like)	1	0	scorpio call: Alt alleles 64; Ref alleles 0; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.4(1/1)
hCoV-19|Uruguay|DLSP_3590|2022|EPI_ISL_16389519|2022-09-12	2022-09-12	BE.1	Others	Other	0		Omicron (BA.5-like)	0,95	0,05	scorpio call: Alt alleles 58; Ref alleles 3; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BE.1(1/1)
hCoV-19|India|MH_BJCOG_INSACOG_illumina_Run_8_5042|2023|EPI_ISL_16946773|2023-01-15	2023-01-15	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,93	0,02	scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 3; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: BQ.1.1(1/1)
hCoV-19|India|MH_BJCOG_INSACOG_illumina_Run_8_4901|2022|EPI_ISL_16946757|2022-11-22	2022-11-22	CH.1.1	Others	Other	0		Omicron (BA.2-like)	0,88	0,02	scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 6; Oth alleles 1	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.06	Assigned from designation hash.
hCoV-19|Japan|PG-419568|2022|EPI_ISL_16390072|2022-12-17	2022-12-17	XBQ	Recombinant	Other	0		Omicron (BA.2-like)	0,97	0,02	scorpio call: Alt alleles 62; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBQ(1/1); scorpio lineage BA.2 conflicts with inference lineage XBQ
hCoV-19|Colombia|TOL-INS-VG-27879|2023|EPI_ISL_16947183|2023-01-07	2023-01-07	BQ.1.1.10	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1.10(1/1)
hCoV-19|Pakistan|NIH-B115-S6|2023|EPI_ISL_16394563|2023-01-01	2023-01-01	BN.1.2	Others	Other	0		Omicron (BA.2-like)	0,91	0,02	scorpio call: Alt alleles 58; Ref alleles 1; Amb alleles 4; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BN.1.2(1/1)
hCoV-19|USA|LA-CDC-STM-C6K56QQTU|2022|EPI_ISL_16398753|2022-12-20	2022-12-20	BQ.1.1.2	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Colombia|ANT-LDSP3980|2022|EPI_ISL_16401789|2022-12-03	2022-12-03	BQ.1.1	Others	Other	0		Omicron (Unassigned)	0,79	0,03	scorpio call: Alt alleles 26; Ref alleles 1; Amb alleles 6; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.08	Usher placements: BQ.1.1(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|New_Zealand|23XA0634|2023|EPI_ISL_16953226|2023-01-12	2023-01-12	BQ.1.1.3	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1.3(1/1)
hCoV-19|New_Zealand|23ZA0734|2023|EPI_ISL_16953700|2023-01-20	2023-01-20	CH.1.1	Others	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: CH.1.1(1/1)
hCoV-19|New_Zealand|23ZA0805|2023|EPI_ISL_16953163|2023-01-27	2023-01-27	BQ.1.11	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.11(1/1)
hCoV-19|New_Zealand|23XA0551|2023|EPI_ISL_16954496|2023-01-14	2023-01-14	CH.1.1.3	Others	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 2; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: CH.1.1.3(1/1)
hCoV-19|New_Zealand|23XA0005|2022|EPI_ISL_16954423|2022-12-29	2022-12-29	BF.7.14	Others	Other	0		Omicron (BA.5-like)	0,95	0,02	scorpio call: Alt alleles 58; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.7.14(1/1)
hCoV-19|New_Zealand|23ZA0092|2023|EPI_ISL_16953114|2023-01-03	2023-01-03	CH.1.1.7	Others	Other	0		Omicron (BA.2-like)	0,92	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 3; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.06	Usher placements: CH.1.1.7(1/1)
hCoV-19|New_Zealand|23ZA0765|2023|EPI_ISL_16954163|2023-01-23	2023-01-23	XBF	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBF(1/1); scorpio lineage BA.2 conflicts with inference lineage XBF
hCoV-19|New_Zealand|23YA0108|2023|EPI_ISL_16954232|2023-01-03	2023-01-03	DF.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: DF.1(1/1)
hCoV-19|New_Zealand|23XA0389|2023|EPI_ISL_16954372|2023-01-10	2023-01-10	BR.2.1	Others	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BR.2.1(1/1)
hCoV-19|New_Zealand|23ZA0166|2023|EPI_ISL_16953775|2023-01-03	2023-01-03	CH.1.1.7	Others	Other	0		Omicron (BA.2-like)	0,92	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 3; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.08	Usher placements: CH.1.1.7(1/1)
hCoV-19|New_Zealand|23YA0604|2023|EPI_ISL_16953413|2023-01-16	2023-01-16	CH.1.1	Others	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: CH.1.1(1/1)
hCoV-19|New_Zealand|23ZA0778|2023|EPI_ISL_16953437|2023-01-23	2023-01-23	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|New_Zealand|23YA0651|2023|EPI_ISL_16953431|2023-01-20	2023-01-20	CH.1.1.7	Others	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 2; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: CH.1.1.7(1/1)
hCoV-19|New_Zealand|23YA0310|2023|EPI_ISL_16953849|2023-01-10	2023-01-10	CH.1.1	Others	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: CH.1.1(1/1)
hCoV-19|New_Zealand|23YA0353|2023|EPI_ISL_16953372|2023-01-11	2023-01-11	XBF	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBF(1/1); scorpio lineage BA.2 conflicts with inference lineage XBF
hCoV-19|New_Zealand|23YA0020|2022|EPI_ISL_16952691|2022-12-25	2022-12-25	BA.5.2.47	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.2.47(1/1)
hCoV-19|New_Zealand|23YA0724|2023|EPI_ISL_16953824|2023-01-30	2023-01-30	CH.1.1	Others	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: CH.1.1(1/1)
hCoV-19|New_Zealand|23YA0355|2022|EPI_ISL_16952704|2022-12-27	2022-12-27	CH.1.1.7	Others	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: CH.1.1.7(1/1)
hCoV-19|USA|KY-CDC-LC1008296|2023|EPI_ISL_16957604|2023-02-05	2023-02-05	XBB.1.5	Recombinant	Other	0,6		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/5) XBB.1.5(2/5) XBB.1.5.16(1/5) XBB.1.5.3(1/5); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|USA|NE-NM_L362113097|2023|EPI_ISL_16957954|2023-02-11	2023-02-11	XBB.1.5.4	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
